lon,lat,at_risk_kwh
-161.5,29.5,221876
-161.5,30.5,290973
-161.5,31.5,516349
-161.5,32.5,320881
-161.5,33.5,264652
-161.5,34.5,122688
-161.5,35.5,237848
-161.5,36.5,163993
-161.5,37.5,53126
-160.5,-36.5,28852
-160.5,-35.5,145258
-160.5,-34.5,82620
-160.5,-33.5,145774
-160.5,-32.5,184756
-160.5,-31.5,284689
-160.5,-30.5,208156
-160.5,-29.5,142227
-160.5,-28.5,98229
-160.5,-27.5,208115
-160.5,-26.5,343376
-160.5,-25.5,308550
-160.5,-24.5,3121
-160.5,-16.5,12188
-160.5,-14.5,4018
-160.5,-13.5,16479
-160.5,-12.5,66593
-160.5,-11.5,17234
-160.5,-10.5,30469
-160.5,-9.5,42998
-160.5,-8.5,82937
-160.5,-6.5,173508
-160.5,-5.5,1760987
-160.5,-4.5,3674253
-160.5,-3.5,433070
-160.5,9.5,6362
-160.5,10.5,215208
-160.5,11.5,169787
-160.5,12.5,399234
-160.5,13.5,658482
-160.5,14.5,542957
-160.5,15.5,209942
-160.5,16.5,180661
-160.5,17.5,231626
-160.5,18.5,100190
-160.5,19.5,123821
-160.5,20.5,21251
-160.5,23.5,23958
-160.5,24.5,85644
-160.5,25.5,273132
-160.5,26.5,248246
-160.5,27.5,188285
-160.5,28.5,212523
-160.5,29.5,104485
-160.5,30.5,346229
-160.5,31.5,203594
-160.5,32.5,425656
-160.5,33.5,289594
-160.5,34.5,130833
-160.5,35.5,340496
-160.5,36.5,156974
-160.5,37.5,5865
-159.5,-36.5,3874
-159.5,-35.5,59783
-159.5,-34.5,69854
-159.5,-33.5,187580
-159.5,-32.5,67017
-159.5,-31.5,194516
-159.5,-30.5,365228
-159.5,-29.5,252121
-159.5,-28.5,16920
-159.5,-27.5,81071
-159.5,-26.5,50892
-159.5,-25.5,44173
-159.5,-17.5,1393
-159.5,-16.5,4325
-159.5,-15.5,34471
-159.5,-14.5,349766
-159.5,-13.5,408496
-159.5,-12.5,100960
-159.5,-11.5,56989
-159.5,-10.5,118292
-159.5,-9.5,213044
-159.5,-8.5,111724
-159.5,-7.5,7042
-159.5,-6.5,364
-159.5,-5.5,752824
-159.5,-4.5,1646717
-159.5,-3.5,276293
-159.5,6.5,261
-159.5,7.5,104
-159.5,8.5,12675
-159.5,9.5,130038
-159.5,10.5,372317
-159.5,11.5,97584
-159.5,12.5,654550
-159.5,13.5,704377
-159.5,14.5,301300
-159.5,15.5,199254
-159.5,16.5,324094
-159.5,17.5,335972
-159.5,18.5,309423
-159.5,19.5,266500
-159.5,20.5,1666
-159.5,22.5,6070
-159.5,23.5,58293
-159.5,24.5,126030
-159.5,25.5,400662
-159.5,26.5,318366
-159.5,27.5,294417
-159.5,28.5,251314
-159.5,29.5,139722
-159.5,30.5,304636
-159.5,31.5,162192
-159.5,32.5,405356
-159.5,33.5,200985
-159.5,34.5,71072
-159.5,35.5,220014
-159.5,36.5,107836
-159.5,37.5,5958
-158.5,-36.5,2629
-158.5,-35.5,49227
-158.5,-34.5,107233
-158.5,-33.5,197475
-158.5,-32.5,19009
-158.5,-31.5,96569
-158.5,-30.5,223572
-158.5,-29.5,206498
-158.5,-28.5,93061
-158.5,-27.5,175386
-158.5,-26.5,25217
-158.5,-25.5,32562
-158.5,-17.5,12228
-158.5,-16.5,4789
-158.5,-15.5,56309
-158.5,-14.5,717762
-158.5,-13.5,1317143
-158.5,-12.5,352073
-158.5,-11.5,1189
-158.5,-10.5,115386
-158.5,-9.5,60149
-158.5,-8.5,47526
-158.5,-7.5,12228
-158.5,-5.5,6540
-158.5,-4.5,680
-158.5,-3.5,10140
-158.5,7.5,22653
-158.5,8.5,14362
-158.5,9.5,45024
-158.5,10.5,191300
-158.5,11.5,19483
-158.5,12.5,225160
-158.5,13.5,411352
-158.5,14.5,614397
-158.5,15.5,211200
-158.5,16.5,104025
-158.5,17.5,94601
-158.5,18.5,152365
-158.5,19.5,200419
-158.5,20.5,16543
-158.5,21.5,41303
-158.5,22.5,2858
-158.5,23.5,264739
-158.5,24.5,190335
-158.5,25.5,399451
-158.5,26.5,307636
-158.5,27.5,194476
-158.5,28.5,220964
-158.5,29.5,235673
-158.5,30.5,309738
-158.5,31.5,371752
-158.5,32.5,377236
-158.5,33.5,76040
-158.5,34.5,101242
-158.5,35.5,165570
-158.5,36.5,195850
-158.5,37.5,7852
-157.5,-36.5,1458
-157.5,-35.5,62559
-157.5,-34.5,99849
-157.5,-33.5,93800
-157.5,-32.5,32873
-157.5,-31.5,41744
-157.5,-30.5,152542
-157.5,-29.5,153768
-157.5,-28.5,229642
-157.5,-27.5,150605
-157.5,-26.5,124280
-157.5,-25.5,72994
-157.5,-18.5,1236
-157.5,-14.5,155587
-157.5,-13.5,906096
-157.5,-12.5,2594105
-157.5,-10.5,24575
-157.5,-9.5,77490
-157.5,-4.5,2625
-157.5,-3.5,65
-157.5,5.5,9635
-157.5,6.5,3860
-157.5,7.5,68210
-157.5,8.5,126304
-157.5,9.5,161167
-157.5,10.5,1155720
-157.5,11.5,21552
-157.5,12.5,287358
-157.5,13.5,680917
-157.5,14.5,802611
-157.5,15.5,92836
-157.5,16.5,284590
-157.5,17.5,159029
-157.5,18.5,73992
-157.5,19.5,129899
-157.5,20.5,4238
-157.5,21.5,67360
-157.5,22.5,43412
-157.5,23.5,484215
-157.5,24.5,250125
-157.5,25.5,373086
-157.5,26.5,299241
-157.5,27.5,72655
-157.5,28.5,122475
-157.5,29.5,218975
-157.5,30.5,364563
-157.5,31.5,450720
-157.5,32.5,645189
-157.5,33.5,107510
-157.5,34.5,90015
-157.5,35.5,153815
-157.5,36.5,57908
-157.5,37.5,15350
-156.5,-36.5,606
-156.5,-35.5,103173
-156.5,-34.5,178134
-156.5,-33.5,168018
-156.5,-32.5,74695
-156.5,-31.5,46557
-156.5,-30.5,626272
-156.5,-29.5,466009
-156.5,-28.5,247817
-156.5,-27.5,153062
-156.5,-26.5,74592
-156.5,-25.5,44977
-156.5,-18.5,410
-156.5,-17.5,1587
-156.5,-14.5,1205
-156.5,-13.5,97552
-156.5,-12.5,2325330
-156.5,-11.5,2325
-156.5,-10.5,18471
-156.5,-9.5,144212
-156.5,-8.5,28830
-156.5,-7.5,3300
-156.5,-6.5,97
-156.5,5.5,6370
-156.5,6.5,116196
-156.5,7.5,13699
-156.5,8.5,3831
-156.5,9.5,146766
-156.5,10.5,749534
-156.5,11.5,47048
-156.5,12.5,172383
-156.5,13.5,471320
-156.5,14.5,115748
-156.5,15.5,81437
-156.5,16.5,142611
-156.5,17.5,35927
-156.5,21.5,15197
-156.5,22.5,26563
-156.5,23.5,289697
-156.5,24.5,343039
-156.5,25.5,320816
-156.5,26.5,146748
-156.5,27.5,79328
-156.5,28.5,157203
-156.5,29.5,194346
-156.5,30.5,309528
-156.5,31.5,124498
-156.5,32.5,102295
-156.5,33.5,88410
-156.5,34.5,91920
-156.5,35.5,37381
-156.5,36.5,13105
-156.5,37.5,1853
-156.5,38.5,2007
-155.5,-36.5,10677
-155.5,-35.5,243052
-155.5,-34.5,63108
-155.5,-33.5,100380
-155.5,-32.5,28674
-155.5,-31.5,82000
-155.5,-30.5,400071
-155.5,-29.5,926933
-155.5,-28.5,268990
-155.5,-27.5,260090
-155.5,-26.5,92694
-155.5,-25.5,35321
-155.5,-12.5,816701
-155.5,-11.5,250887
-155.5,-10.5,2660
-155.5,-2.5,351
-155.5,3.5,1471
-155.5,4.5,16598
-155.5,5.5,413456
-155.5,6.5,365601
-155.5,7.5,57064
-155.5,8.5,7649
-155.5,9.5,116335
-155.5,10.5,144194
-155.5,11.5,29994
-155.5,12.5,68697
-155.5,13.5,226273
-155.5,14.5,171954
-155.5,15.5,29694
-155.5,16.5,92719
-155.5,17.5,69351
-155.5,21.5,92251
-155.5,22.5,153041
-155.5,23.5,203253
-155.5,24.5,185996
-155.5,25.5,244716
-155.5,26.5,375375
-155.5,27.5,83557
-155.5,28.5,127860
-155.5,29.5,239220
-155.5,30.5,129479
-155.5,31.5,173090
-155.5,32.5,386773
-155.5,33.5,183481
-155.5,34.5,43160
-155.5,35.5,61027
-155.5,36.5,90323
-155.5,37.5,60934
-155.5,38.5,11209
-155.5,39.5,1166
-154.5,-36.5,12130
-154.5,-35.5,174277
-154.5,-34.5,90982
-154.5,-33.5,183467
-154.5,-32.5,6540
-154.5,-31.5,47264
-154.5,-30.5,215591
-154.5,-29.5,453422
-154.5,-28.5,269662
-154.5,-27.5,114494
-154.5,-26.5,13572
-154.5,-12.5,1211
-154.5,-1.5,3069
-154.5,2.5,546
-154.5,3.5,80584
-154.5,4.5,401768
-154.5,5.5,682360
-154.5,6.5,158029
-154.5,7.5,184426
-154.5,8.5,44532
-154.5,9.5,698102
-154.5,10.5,317930
-154.5,11.5,84458
-154.5,12.5,51511
-154.5,13.5,25809
-154.5,14.5,60942
-154.5,15.5,6992
-154.5,16.5,131361
-154.5,17.5,294802
-154.5,18.5,63679
-154.5,20.5,18693
-154.5,21.5,218267
-154.5,22.5,192897
-154.5,23.5,185903
-154.5,24.5,278641
-154.5,25.5,238881
-154.5,26.5,216262
-154.5,27.5,136621
-154.5,28.5,68801
-154.5,29.5,61863
-154.5,30.5,170965
-154.5,31.5,341095
-154.5,32.5,474079
-154.5,33.5,154930
-154.5,34.5,37476
-154.5,35.5,76703
-154.5,36.5,161213
-154.5,37.5,236229
-154.5,38.5,34549
-153.5,-36.5,24472
-153.5,-35.5,84323
-153.5,-34.5,20490
-153.5,-33.5,47968
-153.5,-32.5,6545
-153.5,-31.5,115481
-153.5,-30.5,309951
-153.5,-29.5,475816
-153.5,-28.5,271648
-153.5,-27.5,187174
-153.5,-26.5,15505
-153.5,-5.5,2827
-153.5,-2.5,168
-153.5,-1.5,337
-153.5,-0.5,22767
-153.5,0.5,192431
-153.5,1.5,275920
-153.5,2.5,713069
-153.5,3.5,1239324
-153.5,4.5,1053232
-153.5,5.5,547140
-153.5,6.5,106740
-153.5,7.5,135007
-153.5,8.5,414582
-153.5,9.5,600423
-153.5,10.5,194736
-153.5,11.5,8962
-153.5,12.5,4408
-153.5,13.5,3217
-153.5,15.5,14633
-153.5,16.5,108747
-153.5,17.5,406245
-153.5,18.5,109008
-153.5,19.5,57468
-153.5,20.5,20202
-153.5,21.5,262924
-153.5,22.5,256643
-153.5,23.5,266325
-153.5,24.5,314458
-153.5,25.5,332263
-153.5,26.5,168959
-153.5,27.5,56955
-153.5,28.5,80925
-153.5,29.5,82867
-153.5,30.5,102224
-153.5,31.5,217280
-153.5,32.5,435367
-153.5,33.5,138653
-153.5,34.5,77195
-153.5,35.5,30371
-153.5,36.5,332009
-153.5,37.5,120004
-153.5,38.5,9664
-152.5,-36.5,5028
-152.5,-35.5,67446
-152.5,-34.5,46240
-152.5,-33.5,62605
-152.5,-32.5,65724
-152.5,-31.5,45010
-152.5,-30.5,240303
-152.5,-29.5,179936
-152.5,-28.5,136757
-152.5,-27.5,226262
-152.5,-26.5,48851
-152.5,-9.5,84
-152.5,-6.5,312346
-152.5,-5.5,2529
-152.5,-4.5,1620
-152.5,-2.5,24151
-152.5,-1.5,835900
-152.5,-0.5,406262
-152.5,0.5,430702
-152.5,1.5,813558
-152.5,2.5,2101539
-152.5,3.5,2481417
-152.5,4.5,1677327
-152.5,5.5,433415
-152.5,6.5,64279
-152.5,7.5,4540
-152.5,8.5,20070
-152.5,9.5,194852
-152.5,10.5,6625
-152.5,12.5,803
-152.5,13.5,7960
-152.5,14.5,16362
-152.5,15.5,6425
-152.5,16.5,73725
-152.5,17.5,132567
-152.5,18.5,241264
-152.5,19.5,105919
-152.5,20.5,78034
-152.5,21.5,80330
-152.5,22.5,215546
-152.5,23.5,227459
-152.5,24.5,323452
-152.5,25.5,175528
-152.5,26.5,123305
-152.5,27.5,28614
-152.5,28.5,99412
-152.5,29.5,92543
-152.5,30.5,43544
-152.5,31.5,205777
-152.5,32.5,290296
-152.5,33.5,283418
-152.5,34.5,195523
-152.5,35.5,54208
-152.5,36.5,180513
-152.5,37.5,111873
-152.5,38.5,6908
-151.5,-36.5,21278
-151.5,-35.5,133307
-151.5,-34.5,105744
-151.5,-33.5,89150
-151.5,-32.5,97458
-151.5,-31.5,91419
-151.5,-30.5,182856
-151.5,-29.5,120415
-151.5,-28.5,65667
-151.5,-27.5,120422
-151.5,-26.5,36906
-151.5,-6.5,798490
-151.5,-5.5,1553220
-151.5,-4.5,685642
-151.5,-3.5,977396
-151.5,-2.5,4232374
-151.5,-1.5,5710315
-151.5,-0.5,438406
-151.5,0.5,263982
-151.5,1.5,2419212
-151.5,2.5,3176403
-151.5,3.5,2727207
-151.5,4.5,2013222
-151.5,5.5,454333
-151.5,6.5,60999
-151.5,7.5,4307
-151.5,8.5,4863
-151.5,9.5,195407
-151.5,10.5,11002
-151.5,12.5,3157
-151.5,13.5,4595
-151.5,14.5,215
-151.5,15.5,498
-151.5,16.5,10186
-151.5,17.5,26218
-151.5,18.5,44622
-151.5,19.5,89782
-151.5,20.5,101913
-151.5,21.5,90794
-151.5,22.5,216725
-151.5,23.5,191866
-151.5,24.5,142821
-151.5,25.5,109071
-151.5,26.5,210110
-151.5,27.5,98431
-151.5,28.5,56506
-151.5,29.5,73870
-151.5,30.5,27582
-151.5,31.5,191181
-151.5,32.5,267593
-151.5,33.5,308497
-151.5,34.5,199402
-151.5,35.5,116046
-151.5,36.5,52393
-151.5,37.5,73662
-151.5,39.5,12776
-150.5,-36.5,1773
-150.5,-35.5,45551
-150.5,-34.5,123541
-150.5,-33.5,99302
-150.5,-32.5,175960
-150.5,-31.5,234928
-150.5,-30.5,227663
-150.5,-29.5,113438
-150.5,-28.5,122466
-150.5,-27.5,219884
-150.5,-26.5,16167
-150.5,-7.5,454
-150.5,-6.5,585668
-150.5,-5.5,2908814
-150.5,-4.5,2998436
-150.5,-3.5,4626251
-150.5,-2.5,8243203
-150.5,-1.5,5094351
-150.5,-0.5,304481
-150.5,0.5,290493
-150.5,1.5,2451685
-150.5,2.5,2472593
-150.5,3.5,1897543
-150.5,4.5,1576983
-150.5,5.5,688828
-150.5,6.5,156091
-150.5,7.5,17355
-150.5,12.5,35384
-150.5,13.5,24162
-150.5,17.5,653
-150.5,18.5,6992
-150.5,19.5,97776
-150.5,20.5,235972
-150.5,21.5,80362
-150.5,22.5,390138
-150.5,23.5,313035
-150.5,24.5,140030
-150.5,25.5,183013
-150.5,26.5,151562
-150.5,27.5,117597
-150.5,28.5,28489
-150.5,29.5,72745
-150.5,30.5,60984
-150.5,31.5,306703
-150.5,32.5,526808
-150.5,33.5,321295
-150.5,34.5,46624
-150.5,35.5,130940
-150.5,36.5,161996
-150.5,37.5,242793
-150.5,38.5,56929
-150.5,39.5,9962
-149.5,-35.5,9727
-149.5,-34.5,39723
-149.5,-33.5,116744
-149.5,-32.5,104172
-149.5,-31.5,146872
-149.5,-30.5,204021
-149.5,-29.5,333569
-149.5,-28.5,121541
-149.5,-27.5,120879
-149.5,-26.5,13302
-149.5,-17.5,65478
-149.5,-16.5,1234
-149.5,-8.5,2086
-149.5,-6.5,844779
-149.5,-5.5,2996465
-149.5,-4.5,3273335
-149.5,-3.5,5055040
-149.5,-2.5,8083628
-149.5,-1.5,5937063
-149.5,-0.5,215840
-149.5,0.5,201461
-149.5,1.5,1850657
-149.5,2.5,1633686
-149.5,3.5,1608114
-149.5,4.5,1704025
-149.5,5.5,646212
-149.5,6.5,266363
-149.5,7.5,14063
-149.5,12.5,8137
-149.5,13.5,5613
-149.5,14.5,4099
-149.5,16.5,10133
-149.5,17.5,379339
-149.5,18.5,224654
-149.5,19.5,133179
-149.5,20.5,223785
-149.5,21.5,82907
-149.5,22.5,233589
-149.5,23.5,285728
-149.5,24.5,134459
-149.5,25.5,139047
-149.5,26.5,114193
-149.5,27.5,63380
-149.5,28.5,49235
-149.5,29.5,102005
-149.5,30.5,37666
-149.5,31.5,283091
-149.5,32.5,439904
-149.5,33.5,380025
-149.5,34.5,153154
-149.5,35.5,233164
-149.5,36.5,194863
-149.5,37.5,514788
-149.5,38.5,216578
-149.5,39.5,37877
-149.5,88.5,5100
-148.5,-35.5,23939
-148.5,-34.5,141024
-148.5,-33.5,161250
-148.5,-32.5,136741
-148.5,-31.5,173731
-148.5,-30.5,80815
-148.5,-29.5,118153
-148.5,-28.5,98296
-148.5,-27.5,18139
-148.5,-26.5,301
-148.5,-17.5,26459
-148.5,-16.5,2175
-148.5,-14.5,2058
-148.5,-7.5,16851
-148.5,-6.5,1851077
-148.5,-5.5,3706500
-148.5,-4.5,3018927
-148.5,-3.5,2691331
-148.5,-2.5,7592322
-148.5,-1.5,5566129
-148.5,-0.5,338521
-148.5,0.5,258243
-148.5,1.5,1390935
-148.5,2.5,968005
-148.5,3.5,1397538
-148.5,4.5,2026924
-148.5,5.5,811042
-148.5,6.5,330633
-148.5,7.5,2438
-148.5,10.5,12617
-148.5,12.5,8279
-148.5,14.5,23590
-148.5,15.5,14752
-148.5,16.5,2941
-148.5,17.5,37655
-148.5,18.5,211778
-148.5,19.5,155078
-148.5,20.5,210567
-148.5,21.5,106667
-148.5,22.5,188295
-148.5,23.5,196434
-148.5,24.5,197734
-148.5,25.5,119551
-148.5,26.5,56702
-148.5,27.5,292208
-148.5,28.5,34954
-148.5,29.5,93818
-148.5,30.5,42449
-148.5,31.5,268359
-148.5,32.5,267716
-148.5,33.5,332206
-148.5,34.5,244894
-148.5,35.5,213550
-148.5,36.5,169479
-148.5,37.5,495120
-148.5,38.5,263564
-148.5,39.5,14347
-147.5,-35.5,7816
-147.5,-34.5,329231
-147.5,-33.5,246354
-147.5,-32.5,166520
-147.5,-31.5,35514
-147.5,-30.5,95271
-147.5,-29.5,20415
-147.5,-11.5,6938
-147.5,-10.5,3412
-147.5,-8.5,66956
-147.5,-7.5,1274865
-147.5,-6.5,2264876
-147.5,-5.5,3693880
-147.5,-4.5,3004611
-147.5,-3.5,2147580
-147.5,-2.5,7387851
-147.5,-1.5,4403448
-147.5,-0.5,264085
-147.5,0.5,130596
-147.5,1.5,717180
-147.5,2.5,1088899
-147.5,3.5,1411395
-147.5,4.5,3000614
-147.5,5.5,721574
-147.5,6.5,130278
-147.5,7.5,9695
-147.5,10.5,520
-147.5,12.5,786
-147.5,13.5,2024
-147.5,14.5,31478
-147.5,15.5,42738
-147.5,16.5,1925
-147.5,18.5,96655
-147.5,19.5,62126
-147.5,20.5,54566
-147.5,21.5,57183
-147.5,22.5,123553
-147.5,23.5,70911
-147.5,24.5,73456
-147.5,25.5,347942
-147.5,26.5,106935
-147.5,27.5,128416
-147.5,28.5,21730
-147.5,29.5,86835
-147.5,30.5,97449
-147.5,31.5,184280
-147.5,32.5,353986
-147.5,33.5,242508
-147.5,34.5,239660
-147.5,35.5,205030
-147.5,36.5,94062
-147.5,37.5,179256
-147.5,38.5,142154
-146.5,-35.5,78858
-146.5,-34.5,475806
-146.5,-33.5,195299
-146.5,-32.5,78851
-146.5,-31.5,59078
-146.5,-30.5,20264
-146.5,-11.5,42804
-146.5,-10.5,3213633
-146.5,-9.5,5504761
-146.5,-8.5,5732670
-146.5,-7.5,4308101
-146.5,-6.5,2571328
-146.5,-5.5,2099079
-146.5,-4.5,1538409
-146.5,-3.5,1435873
-146.5,-2.5,5664149
-146.5,-1.5,4604946
-146.5,-0.5,180872
-146.5,0.5,63247
-146.5,1.5,286408
-146.5,2.5,1042705
-146.5,3.5,1176521
-146.5,4.5,2350962
-146.5,5.5,1452879
-146.5,6.5,236272
-146.5,7.5,24061
-146.5,8.5,8020
-146.5,13.5,624
-146.5,16.5,2151
-146.5,17.5,5118
-146.5,18.5,105897
-146.5,19.5,38931
-146.5,20.5,51491
-146.5,21.5,86937
-146.5,22.5,136289
-146.5,23.5,51508
-146.5,24.5,30356
-146.5,25.5,126156
-146.5,26.5,138530
-146.5,27.5,55435
-146.5,28.5,14876
-146.5,29.5,16990
-146.5,30.5,83871
-146.5,31.5,151301
-146.5,32.5,373328
-146.5,33.5,193081
-146.5,34.5,125643
-146.5,35.5,161046
-146.5,36.5,67244
-146.5,37.5,99466
-146.5,38.5,46254
-146.5,39.5,10851
-145.5,-35.5,62754
-145.5,-34.5,290992
-145.5,-33.5,134412
-145.5,-32.5,34258
-145.5,-31.5,19443
-145.5,-12.5,22790
-145.5,-11.5,5348
-145.5,-10.5,5744901
-145.5,-9.5,7778568
-145.5,-8.5,4689703
-145.5,-7.5,2154448
-145.5,-6.5,1821596
-145.5,-5.5,896071
-145.5,-4.5,890915
-145.5,-3.5,1093881
-145.5,-2.5,3924318
-145.5,-1.5,2976613
-145.5,-0.5,106902
-145.5,0.5,45837
-145.5,1.5,289068
-145.5,2.5,740367
-145.5,3.5,709569
-145.5,4.5,1110677
-145.5,5.5,558672
-145.5,6.5,83245
-145.5,7.5,22455
-145.5,12.5,3572
-145.5,13.5,1991
-145.5,15.5,10760
-145.5,16.5,5249
-145.5,17.5,7846
-145.5,18.5,25292
-145.5,19.5,101625
-145.5,20.5,49969
-145.5,21.5,46259
-145.5,22.5,43844
-145.5,23.5,36213
-145.5,24.5,2304
-145.5,25.5,19814
-145.5,26.5,6276
-145.5,27.5,99792
-145.5,28.5,14394
-145.5,29.5,31476
-145.5,30.5,43160
-145.5,31.5,233143
-145.5,32.5,441720
-145.5,33.5,277012
-145.5,34.5,72255
-145.5,35.5,62540
-145.5,36.5,128070
-145.5,37.5,39287
-144.5,-35.5,3789
-144.5,-34.5,373831
-144.5,-33.5,96773
-144.5,-32.5,30231
-144.5,-31.5,2183
-144.5,-11.5,3190
-144.5,-10.5,6394696
-144.5,-9.5,3824296
-144.5,-8.5,1319998
-144.5,-7.5,1227106
-144.5,-6.5,661732
-144.5,-5.5,876839
-144.5,-4.5,1062742
-144.5,-3.5,1001818
-144.5,-2.5,3398418
-144.5,-1.5,2239257
-144.5,-0.5,70326
-144.5,0.5,78750
-144.5,1.5,211649
-144.5,2.5,502806
-144.5,3.5,423501
-144.5,4.5,543799
-144.5,5.5,376531
-144.5,6.5,100292
-144.5,10.5,6854
-144.5,11.5,9325
-144.5,13.5,1768
-144.5,17.5,4319
-144.5,18.5,51597
-144.5,19.5,64365
-144.5,20.5,210665
-144.5,21.5,329878
-144.5,22.5,26994
-144.5,23.5,7437
-144.5,24.5,23641
-144.5,25.5,14244
-144.5,26.5,17663
-144.5,27.5,80209
-144.5,28.5,30527
-144.5,29.5,16443
-144.5,30.5,115684
-144.5,31.5,262405
-144.5,32.5,229385
-144.5,33.5,125443
-144.5,34.5,91616
-144.5,35.5,73673
-144.5,36.5,8631
-144.5,37.5,12078
-144.5,38.5,1731
-143.5,-35.5,16884
-143.5,-34.5,162463
-143.5,-33.5,101640
-143.5,-32.5,114743
-143.5,-31.5,3609
-143.5,-28.5,10101
-143.5,-11.5,125812
-143.5,-10.5,1556382
-143.5,-9.5,59595
-143.5,-6.5,14408
-143.5,-5.5,496967
-143.5,-4.5,703008
-143.5,-3.5,677044
-143.5,-2.5,2654216
-143.5,-1.5,1246553
-143.5,-0.5,12220
-143.5,0.5,3146
-143.5,1.5,210533
-143.5,2.5,389030
-143.5,3.5,387703
-143.5,4.5,373985
-143.5,5.5,342606
-143.5,6.5,44431
-143.5,8.5,9913
-143.5,11.5,19111
-143.5,12.5,4160
-143.5,17.5,55552
-143.5,18.5,273321
-143.5,19.5,52816
-143.5,20.5,128214
-143.5,21.5,92237
-143.5,22.5,18812
-143.5,23.5,681
-143.5,24.5,35021
-143.5,25.5,41238
-143.5,26.5,6735
-143.5,27.5,109671
-143.5,28.5,31988
-143.5,30.5,72134
-143.5,31.5,209373
-143.5,32.5,155200
-143.5,33.5,148434
-143.5,34.5,42846
-143.5,35.5,34715
-143.5,37.5,8172
-143.5,38.5,13584
-142.5,-35.5,5348
-142.5,-34.5,90426
-142.5,-33.5,41521
-142.5,-32.5,123935
-142.5,-31.5,21685
-142.5,-10.5,147
-142.5,-5.5,144649
-142.5,-4.5,540625
-142.5,-3.5,550727
-142.5,-2.5,2078157
-142.5,-1.5,1269428
-142.5,0.5,12486
-142.5,1.5,150958
-142.5,2.5,556589
-142.5,3.5,424187
-142.5,4.5,733317
-142.5,5.5,628994
-142.5,6.5,31951
-142.5,11.5,15318
-142.5,12.5,6464
-142.5,18.5,24609
-142.5,19.5,26436
-142.5,20.5,45472
-142.5,21.5,19673
-142.5,22.5,11907
-142.5,24.5,7047
-142.5,25.5,10227
-142.5,27.5,6892
-142.5,28.5,78092
-142.5,29.5,27788
-142.5,30.5,48435
-142.5,31.5,128361
-142.5,32.5,272628
-142.5,33.5,92629
-142.5,34.5,35798
-142.5,35.5,70927
-141.5,-34.5,71232
-141.5,-33.5,22738
-141.5,-32.5,141132
-141.5,-31.5,16284
-141.5,-10.5,3453
-141.5,-9.5,19244
-141.5,-6.5,822
-141.5,-5.5,7349
-141.5,-4.5,83127
-141.5,-3.5,516560
-141.5,-2.5,2788092
-141.5,-1.5,1335446
-141.5,-0.5,9605
-141.5,1.5,52101
-141.5,2.5,225511
-141.5,3.5,503502
-141.5,4.5,733683
-141.5,5.5,538277
-141.5,6.5,50204
-141.5,18.5,44368
-141.5,19.5,50444
-141.5,20.5,107485
-141.5,21.5,26423
-141.5,22.5,8626
-141.5,23.5,72526
-141.5,24.5,6176
-141.5,25.5,2639
-141.5,27.5,36038
-141.5,28.5,236
-141.5,29.5,18159
-141.5,30.5,37335
-141.5,31.5,54228
-141.5,32.5,162778
-141.5,33.5,104900
-141.5,34.5,27027
-141.5,35.5,11504
-140.5,-34.5,89889
-140.5,-33.5,66869
-140.5,-32.5,182401
-140.5,-31.5,43959
-140.5,-30.5,2514
-140.5,-29.5,1345
-140.5,-9.5,322
-140.5,-4.5,227356
-140.5,-3.5,1347219
-140.5,-2.5,2610590
-140.5,-1.5,1209268
-140.5,-0.5,16017
-140.5,0.5,203
-140.5,1.5,32780
-140.5,2.5,154810
-140.5,3.5,356607
-140.5,4.5,484586
-140.5,5.5,327774
-140.5,6.5,20208
-140.5,18.5,15150
-140.5,19.5,19257
-140.5,20.5,30969
-140.5,21.5,102303
-140.5,22.5,10285
-140.5,23.5,6758
-140.5,24.5,6783
-140.5,26.5,46558
-140.5,27.5,87548
-140.5,28.5,14388
-140.5,30.5,17926
-140.5,31.5,5080
-140.5,32.5,214245
-140.5,33.5,128545
-140.5,34.5,44918
-140.5,35.5,22144
-140.5,36.5,28439
-139.5,-34.5,97803
-139.5,-33.5,134209
-139.5,-32.5,135778
-139.5,-31.5,49761
-139.5,-29.5,90764
-139.5,-28.5,65811
-139.5,-27.5,11428
-139.5,-17.5,52
-139.5,-4.5,289454
-139.5,-3.5,990508
-139.5,-2.5,2558975
-139.5,-1.5,1162278
-139.5,-0.5,23071
-139.5,0.5,17656
-139.5,1.5,55795
-139.5,2.5,167758
-139.5,3.5,379536
-139.5,4.5,511315
-139.5,5.5,294036
-139.5,6.5,14829
-139.5,7.5,6561
-139.5,18.5,27532
-139.5,19.5,53648
-139.5,20.5,44811
-139.5,21.5,58413
-139.5,22.5,51433
-139.5,23.5,90158
-139.5,24.5,86038
-139.5,27.5,37851
-139.5,28.5,80442
-139.5,29.5,27106
-139.5,30.5,23674
-139.5,31.5,32681
-139.5,32.5,244996
-139.5,33.5,145468
-139.5,34.5,41040
-139.5,36.5,8514
-138.5,-34.5,99968
-138.5,-33.5,182949
-138.5,-32.5,79994
-138.5,-31.5,28390
-138.5,-30.5,18736
-138.5,-29.5,36851
-138.5,-28.5,296268
-138.5,-27.5,9816
-138.5,-11.5,240
-138.5,-5.5,20608
-138.5,-4.5,666673
-138.5,-3.5,887552
-138.5,-2.5,2360424
-138.5,-1.5,894620
-138.5,-0.5,114742
-138.5,0.5,33829
-138.5,1.5,63139
